_id,Category,Supporting Ministry,Community,Project,Status,Target Completion Date,Description,Result,Area,Region,Address,Postal Code,Highway / Transit Line,Estimated Total Budget,Municipal Funding,Provincial Funding,Federal Funding,Other Funding,Website,Latitude,Longitude
136,Recreation,Infrastructure,Port Hope,Town Park Recreation Centre,Planning,2023,"Add three multi-purpose rooms, a large gathering area, storage space, as well as rehabilitating the existing kitchen, increasing room sizes, and create a new parking lot.","Provide residents, particularly seniors, with improved access to community and recreational activities",Northumberland,East,56 Queen Street/Rue,L1A3Z9,,3000494,Yes,Yes,Yes,,,43.9563,-78.283
137,Recreation,Infrastructure,Powassan,Addressing Accessibility Deficiencies at the Trout Creek Community Centre,Planning,2022,"he project will construct an accessible ramp, install hands-free hardware and railings, purchase four sets of publicly accessible bleachers for community events, and install new accessible playground equipment.",The upgrades will improve the Centre's accessibility and allow more residents to enjoy recreational activities for years to come.,Parry Sound,Northeast,250 Clark Street,P0H1Z0,,188444,Yes,Yes,Yes,,https://www.news.ontario.ca/en/release/61239/canada-and-ontario-invest-in-improved-community-and-recreational-infrastructure-in-north-bay-callander-and-powassan,45.9869,-79.3596
138,Recreation,Infrastructure,Prescott,New Recreational Complex for the Town of Prescott,Planning,May-23,"The project will see the construction of an all-year, multiuse recreational complex in Prescott. The new recreational complex will include an indoor single ice pad surface with seating capacity of 800 on both sides, a walking track, multiple community rooms with multiuse functions, outdoor softball diamonds and outdoor soccer fields. This new complex will provide residents in Prescott, and surrounding communities, access to a modern and reliable recreational facility where they can enjoy sports, maintain healthy lifestyles, and partake in recreational programs for years to come.",,Leeds and Grenville,East,360 Dibble Street/Rue West/Ouest,K0E1T0,,13289660,Yes,Yes,Yes,,https://www.news.ontario.ca/en/release/1000023/canada-and-ontario-invest-in-new-recreational-complex-for-the-town-of-prescott,44.713339,-75.52769
139,Recreation,Infrastructure,Puslinch,Replacement of the Lights and Upgrading of the Washrooms at the Old Morriston Park,Planning,2023,The project will install new baseball  lights and re-service and upgrade park washrooms. The improvements will meet community needs for updated and accessible recreational facilities.,,Wellington,Southwest,Building 7404 7404 WELLINGTON ROAD 34,N0B2J0,,283125,Yes,Yes,Yes,Yes,https://www.news.ontario.ca/en/release/61072/kw-nr-en,43.449275,-80.113179
140,Recreation,Infrastructure,Puslinch,Puslinch Community Centre Renovation and Upgrade,Planning,Dec-23,"The project will upgrade the soccer field, parking lot, site drainage, landscaping, and provide lighted walkway connections. Other renovations will involve an accessible play area, a gazebo, a picnic shelter and new bleachers, lighting, fencing and an upgraded track at the tractor pull venue. The project will improve the quality of community space, address evolving needs and result in a more accessible, multi-use recreational hub.",,Wellington,Southwest,Building 7404 7404 WELLINGTON ROAD 34,N0B2J0,,1983623,Yes,Yes,Yes,Yes,https://www.news.ontario.ca/en/release/61072/kw-nr-en,43.47128,-80.151404
141,Recreation,Infrastructure,Ramara,Construction of an Outdoor Recreation Court at Crossings,Planning,Sep-23,"The project will design, supply and install a concrete pad and outdoor, multi-use court for basketball and pickleball along with fencing. The new venue will provide greater access to outdoor recreational activities for all community members.",,Simcoe,Central,2297 Highway 12,L0K1B0,,96250,Yes,Yes,Yes,,https://www.news.ontario.ca/en/release/61048/30-bundle-en,44.5975,-79.3545
142,Recreation,Infrastructure,Ramara,Reconstruction of Lovely Day Park Playground,Complete,Jun-22,"The project will design and construct a new playground structure, and remove existing equipment. The new structure  will improve safety and accessibility, and enable recreation activities to be enjoyed year-round.",,Simcoe,Central,2297 Highway 12,L0K1B0,,152375,Yes,Yes,Yes,,https://www.news.ontario.ca/en/release/61048/30-bundle-en,44.59831,-79.3662
143,Recreation,Infrastructure,Red Rock,Red Rock Recreation Centre Rehabilitation,Planning,Dec-23,"The rehabilitation of the centre with the addition of new siding, replacement of the roof, header and liner systems for the curling rink and arena; new flooring in the seniors’ room; replacement of bowling lanes, and five new accessible doors; the floor and ventilation system in the gymnasium; and a new pool system and liner.",,Thunder Bay,Northwest,42 Salls Street/Rue,P0T2P0,,1800240,Yes,Yes,Yes,,https://www.news.ontario.ca/en/release/1000516/canada-and-ontario-invest-over-66-million-in-six-recreation-infrastructure-projects-in-the-provinces-northwest-region,48.94226,-88.255892
144,Recreation,Infrastructure,Sarnia,City of Sarnia Strangway Centre Gymnasium Extension,Planning,2023,"Expansion of the Stangway Centre will involve the hiring of architect and engineering services, a public consultation to determine design elements, and selection of the construction firm. The expansion will increase access to recreation and leisure options for seniors and adults over the age of 20.",,Lambton,Southwest,255 Christina Street/Rue North/Nord,N7T7N2,,3570750,,Yes,Yes,Yes,https://www.news.ontario.ca/en/release/1000470/canada-and-ontario-invest-over-35-million-in-35-recreational-and-community-infrastructure-projects,42.9754,-82.404068
145,Recreation,Infrastructure,Sarnia,Sarnia-Lambton YMCA Recreation Facility Rehabilitation,Planning,Mar-27,"Replacement of all facility windows, exterior doors, balance of flat roof, heat exchangers, heat pumps and building an automation system, emergency generators, and pool filters. The rehabilitation will result in operational costs savings to be reallocated towards programming for the community, including First Nations members and Newcomers.",,Lambton,Southwest,165 Elmwood Ave E,N6C0A8,,2770471,,Yes,Yes,Yes,https://www.news.ontario.ca/en/release/1000470/canada-and-ontario-invest-over-35-million-in-35-recreational-and-community-infrastructure-projects,42.973221,-82.355457
146,Recreation,Infrastructure,Sarnia,Renovation of Jackson Pool,Planning,Mar-25,"Renovation of Jackson Pool with the construction of a new pool. Accessibility for all members of the public will be improved with the renovations to the change areas, splash area, washrooms, entrance and seating.",,Lambton,Southwest,255 Christina Street/Rue North/Nord,N7T7N2,,1926750,Yes,Yes,Yes,,https://www.news.ontario.ca/en/release/1000470/canada-and-ontario-invest-over-35-million-in-35-recreational-and-community-infrastructure-projects,42.9754,-82.404068
147,Recreation,Infrastructure,Saugeen Shores,"Rehabilitation of 1875 Log School House and 1850 Log Home, Exterior Exhibits at Bruce County Museum and Cultural Centre",Complete,Apr-21,"The project will  re-shingle the roofs of two historic buildings  and replace windows, window casings, and an exterior log. The upgrades will improve the safety and functionality of the buildings, and decrease operation and maintenance costs.",,Bruce,Southwest,,,,36419,Yes,Yes,Yes,,https://www.news.ontario.ca/en/release/61048/30-bundle-en,44.4957,-81.3682
148,Recreation,Infrastructure,Sault Ste. Marie,New Twin-Pad Arena for Sault Ste. Marie,Planning,Dec-23,"The twin-pad arena will replace the existing single-pad arena at the McMeeken Arena, significantly increasing the square-footage and seating capacity inside the arena for the Sault Ste. Marie community.",,Algoma,Northeast,99 Foster Drive,L6Y4R2,,24999450,Yes,Yes,,,https://www.news.ontario.ca/en/release/1000236/ontario-investing-over-18-million-in-new-twin-pad-arena-for-sault-ste-marie,46.54,-84.38
149,Recreation,Infrastructure,Schreiber,Schreiber Fitness Centre Revitalization Project,Complete,Dec-21,"The expansion of the fitness centre, and replacement of defective gym equipment with safer and more user-friendly equipment. This will increase the centre’s membership and provide greater community access to the fitness centre.",,Thunder Bay,Northwest,204 Alberta St.,P0T2S0,,92715,Yes,Yes,Yes,,https://www.news.ontario.ca/en/release/1000516/canada-and-ontario-invest-over-66-million-in-six-recreation-infrastructure-projects-in-the-provinces-northwest-region,48.81558,-87.26757
150,Recreation,Infrastructure,Scugog,Accessibility and Renovation Improvements to the Historical Town Hall 1873 Building – CCRIS,Planning,Mar-27,"The project will renovate the ground floor ancillary space by installing a new freight and passenger elevator, upgrading the kitchen, improving the sound system, redesigning and addressing safety issues in the green room washroom and change facilities, and refurbishing the historic bell tower. These renovations will create more artistic and cultural opportunities, and improve the building’s accessibility, allowing more residents to enjoy the theatre.",,Durham,Central,302 Queen Street,L9L1J9,,766960,,Yes,Yes,Yes,https://www.news.ontario.ca/en/release/1000034/canada-and-ontario-invest-over-44-m-in-improved-culture-recreation-and-green-infrastructure-in-partnership-with-15-communities-across-ontario,44.1034,-78.9472
151,Recreation,Infrastructure,Severn,Multi-Sport Courts for All,Planning,Jul-23,"The project will install a multi-sport, outdoor court by providing a hydro connection to the site, applying athletic surfacing and lines, and installing adjustable basketball net posts and  lighting. The outdoor court will provide new sports activities for the community and encourage healthy living.",,Simcoe,Central,1024 Hurlwood Lane,L3V0Y6,,711000,Yes,Yes,Yes,,https://www.news.ontario.ca/en/release/61048/30-bundle-en,44.629,-79.5137
152,Recreation,Infrastructure,Severn,Washago Community Centre Outdoor Rink,Complete,Nov-21,"The project will install suitable boards with proper gates and latches for an outdoor rink/ playing surface, along with new netting and lighting. The changes will improve the safety, use and accessibility of the facility.  ",,Simcoe,Central,1024 Hurlwood Lane,L3V0Y6,,182600,Yes,Yes,Yes,,https://www.news.ontario.ca/en/release/61048/30-bundle-en,44.7509,-79.3343
153,Recreation,Infrastructure,Shelburne,Centre Dufferin Recreation Complex Pitched Roof Replacement,Planning,2023,"The project will install a new roofing system that includes roofing and flashing membranes, a vapor retarder, top overlay board, bottom insulation  and waterproofing. The improvements will better protect the facility from leaks that could damage assets and cause service disruptions.",,Dufferin,Central,203 Main Street/Rue East/Est,L9V3K7,,711563,Yes,Yes,Yes,,https://www.news.ontario.ca/en/release/61048/30-bundle-en,44.086644,-80.203664
154,Recreation,Infrastructure,Sioux Lookout,Cedar Bay Community Stable,Complete,Oct-21,"Extend electricity to the pavilion where community events occur, construct new accessible washrooms and purchase a new tractor",Improved safety and accessibility of the facility and support the expansion of programs and services,Kenora,Northwest,West Point Cove Road,P8T1A3,,78200,Yes,Yes,Yes,,,50.09809,-91.91503
155,Recreation,Infrastructure,Sioux Narrows-Nestor Falls,Construction of Four-Season Multi-Use Recreation Facility,Planning,2023,"Construction of a four-season multi-use outdoor recreation facility which will serve as an enclosed ice rink in the winter months, and as a basketball court and four pickle ball courts in the summer months. This work will increase community access to organized sport and recreation activities.",,Kenora,Northwest,,,,1003200,Yes,Yes,Yes,,https://www.news.ontario.ca/en/release/1000516/canada-and-ontario-invest-over-66-million-in-six-recreation-infrastructure-projects-in-the-provinces-northwest-region,49.397222,-94.074444
